title,year,feminism,dubious,stars,numVotes,titleType,runtimeMinutes,first_genre,second_genre,third_genre,full feminist
Tito e os Passaros,2018,1,no,6.7,729.0,movie,73.0,Action,Animation,Drama,0
My Little Pony Equestria Girls: Rollercoaster of Friendship,2018,3,no,6.6,332.0,tvMovie,44.0,Animation,Comedy,Drama,1
"Front Runner, The",2018,2,no,6.1,14079.0,movie,113.0,Biography,Drama,History,0
Wild Rose,2018,3,no,7.1,15117.0,movie,101.0,Drama,Music,,1
They Shall Not Grow Old,2018,0,no,8.2,38155.0,movie,99.0,Documentary,History,War,0
Say My Name,2018,3,yes,5.8,367.0,movie,83.0,Comedy,Crime,,1
Jonathan,2018,1,no,5.9,6615.0,movie,100.0,Drama,Mystery,Sci-Fi,0
Andhadhun,2018,2,yes,8.2,101707.0,movie,139.0,Crime,Mystery,Thriller,0
Den of thieves,2018,2,no,7.0,122255.0,movie,140.0,Action,Crime,Drama,0
Jane Fonda in Five Acts,2018,3,no,7.9,2652.0,movie,133.0,Biography,Documentary,,1
You,2018,3,no,7.7,294482.0,tvSeries,45.0,Crime,Drama,Romance,1
Raazi,2018,3,no,7.7,33482.0,movie,138.0,Action,Drama,Thriller,1
Deslembro,2018,3,no,7.2,404.0,movie,96.0,Drama,,,1
It&#39;s a Beautiful Day,2018,0,no,6.6,5.0,short,8.0,Drama,Short,Thriller,0
"Honor List, The",2018,3,no,5.4,768.0,movie,103.0,Adventure,Drama,,1
Genese,2018,0,no,6.8,1407.0,movie,129.0,Drama,,,0
Deep Murder,2018,3,yes,4.1,876.0,movie,85.0,Comedy,Horror,,1
I Like Me,2018,3,no,3.8,287.0,movie,83.0,Comedy,,,1
Swiped,2018,2,no,2.8,12759.0,movie,93.0,Comedy,Romance,,0
Float Like A Butterfly,2018,3,yes,5.9,367.0,movie,104.0,Drama,History,Sport,1
Black 47,2018,1,no,6.8,13036.0,movie,100.0,Action,Drama,History,0
Support the Girls,2018,3,no,6.4,8262.0,movie,93.0,Comedy,Drama,,1
Sgt. Stubby: An American Hero,2018,0,no,6.9,2532.0,movie,84.0,Adventure,Animation,Family,0
Boy Erased,2018,1,no,6.9,41817.0,movie,115.0,Biography,Drama,,0
McQueen,2018,0,no,7.7,8352.0,movie,111.0,Biography,Documentary,,0
Bad Times at the El Royale,2018,2,yes,7.1,163129.0,movie,141.0,Crime,Drama,Mystery,0
Second Act,2018,1,no,5.8,29958.0,movie,103.0,Comedy,Drama,Romance,0
fifty shade freed,2018,1,no,4.5,72916.0,movie,105.0,Drama,Mystery,Romance,0
Lords of Chaos,2018,0,no,6.6,18905.0,movie,118.0,Biography,Drama,Horror,0
Welcome to Marwen,2018,2,no,6.2,25739.0,movie,116.0,Biography,Comedy,Drama,0
NIght School,2018,3,no,5.6,44057.0,movie,111.0,Comedy,,,1
"Chaperone, The",2018,3,no,6.6,1878.0,movie,108.0,Drama,,,1
In Fabric,2018,3,no,6.2,13773.0,movie,118.0,Comedy,Drama,Fantasy,1
Les invisibles,2018,3,no,6.6,1595.0,movie,102.0,Comedy,Drama,,1
Simmba,2018,1,no,5.5,21888.0,movie,158.0,Action,Crime,Drama,0
"Happytime Murders, The",2018,3,no,5.5,30212.0,movie,91.0,Action,Comedy,Crime,1
Meio Irmao,2018,3,no,5.8,132.0,movie,98.0,Drama,,,1
Egg,2018,3,no,5.1,934.0,movie,90.0,Comedy,,,1
La camarista,2018,3,no,7.0,2032.0,movie,102.0,Drama,,,1
Constantine: City of Demons,2018,2,no,7.5,6814.0,tvSeries,6.0,Action,Animation,Fantasy,0
"Public, The",2018,3,yes,6.6,4468.0,movie,119.0,Drama,,,1
Agapornis,2018,3,no,,,short,14.0,Horror,Short,,1
Saints Rest,2018,3,no,5.2,142.0,movie,85.0,Drama,Music,Musical,1
Tyler Perry&#39;s Acrimony,2018,1,no,5.9,9922.0,movie,120.0,Drama,Horror,Romance,0
Senses 1&amp;2,2018,3,no,,,,,,,,1
Braven,2018,3,yes,5.9,41851.0,movie,94.0,Action,Thriller,,1
We Have Always Lived in the Castle,2018,3,no,5.6,9202.0,movie,95.0,Drama,Horror,Mystery,1
Snapshots,2018,3,no,7.0,2407.0,movie,95.0,Drama,,,1
Ted - For karlekens skull,2018,0,no,7.0,3908.0,movie,120.0,Biography,Drama,Music,0
Tau,2018,3,no,5.8,34362.0,movie,97.0,Horror,Sci-Fi,Thriller,1
Hjartat,2018,3,no,5.6,414.0,movie,100.0,Drama,,,1
Innan vintern kommer,2018,0,no,4.3,152.0,movie,75.0,Drama,,,0
"Cake General, The",2018,3,no,6.7,4867.0,movie,101.0,Comedy,Drama,,1
Amatorer,2018,3,no,6.0,718.0,movie,102.0,Comedy,Drama,,1
Toppen av ingenting,2018,0,no,5.2,343.0,movie,88.0,Drama,,,0
La tribu,2018,3,no,5.8,3007.0,movie,90.0,Comedy,Music,,1
Ophelia,2018,3,no,6.5,12908.0,movie,114.0,Drama,Romance,Thriller,1
"Grinch, The",2018,3,yes,6.4,90170.0,movie,85.0,Animation,Comedy,Family,1
I am Not an Easy Man / Je ne suis pas un homme facile,2018,3,no,6.3,15669.0,movie,98.0,Comedy,Fantasy,Romance,1
Rampant,2018,1,no,6.3,4768.0,movie,121.0,Action,Drama,History,0
Climax,2018,3,no,6.9,78192.0,movie,97.0,Drama,Horror,Music,1
"Transcendents, The",2018,3,yes,6.0,3069.0,movie,96.0,Music,Mystery,Thriller,1
Banana Split,2018,3,no,6.2,3793.0,movie,88.0,Comedy,,,1
Diamantino,2018,3,no,6.3,3160.0,movie,96.0,Comedy,Drama,Fantasy,1
Capernaum,2018,3,no,8.4,103168.0,movie,126.0,Drama,,,1
Gekijo-ban Non Non Biyori: Vacation,2018,3,no,7.5,396.0,movie,71.0,Adventure,Animation,Comedy,1
Possum,2018,0,no,5.8,8707.0,movie,85.0,Drama,Horror,Mystery,0
"House That Jack Built, The",2018,1,no,6.8,90218.0,movie,152.0,Crime,Drama,Horror,0
"Princess Switch, The",2018,3,no,6.1,31179.0,movie,101.0,Comedy,Drama,Family,1
Level 16,2018,3,no,6.1,15900.0,movie,102.0,Drama,Mystery,Sci-Fi,1
"Last Sharknado: It&#39;s About Time, The",2018,3,no,3.5,5045.0,tvMovie,86.0,Action,Adventure,Comedy,1
In Safe Hands,2018,1,no,7.2,2549.0,movie,110.0,Drama,,,0
Tell It to the Bees,2018,3,no,6.4,6618.0,movie,108.0,Comedy,Crime,Drama,1
Furlough,2018,3,no,5.5,2057.0,movie,83.0,Comedy,Drama,,1
Delirium,2018,1,no,5.7,8365.0,movie,96.0,Horror,Thriller,,0
K.G.F: Chapter 1,2018,1,yes,8.2,97564.0,movie,154.0,Action,Crime,Drama,0
Ask for Jane,2018,3,no,5.9,252.0,movie,108.0,Drama,History,,1
Upgrade,2018,2,yes,7.5,204099.0,movie,100.0,Action,Sci-Fi,Thriller,0
Deep Blue Sea 2,2018,1,no,3.4,8231.0,video,94.0,Action,Horror,Sci-Fi,0
Master Z: The Ip Man Legacy,2018,3,no,6.5,9720.0,movie,107.0,Action,Biography,Crime,1
Anon,2018,0,no,6.1,48310.0,movie,100.0,Crime,Mystery,Sci-Fi,0
"Breaker Upperers, The",2018,3,no,5.9,6808.0,movie,90.0,Comedy,,,1
She-Ra and the Princesses of Power,2018,3,no,8.1,18894.0,tvSeries,30.0,Action,Adventure,Animation,1
"Fortnite: Battle, Build, Survive!",2018,3,no,4.8,48.0,movie,56.0,Documentary,,,1
Bethany Hamilton: Unstoppable,2018,1,no,7.4,807.0,movie,100.0,Documentary,Sport,,0
Bearkittens,2018,3,no,5.6,81.0,movie,71.0,Comedy,Crime,,1
Undertow,2018,3,yes,5.1,342.0,movie,96.0,Drama,Thriller,,1
"Boat, The",2018,0,no,5.7,4818.0,movie,88.0,Mystery,Thriller,,0
What Keeps You Alive,2018,3,no,5.7,9538.0,movie,98.0,Horror,Thriller,,1
Zoe,2018,3,no,6.1,10176.0,movie,104.0,Drama,Romance,Sci-Fi,1
Mirage,2018,3,yes,7.4,63403.0,movie,128.0,Drama,Fantasy,Mystery,1
Daphne &amp; Velma,2018,3,no,4.2,2362.0,movie,72.0,Action,Comedy,Crime,1
"Strangers: Prey At Night, The",2018,3,no,5.2,34066.0,movie,85.0,Horror,,,1
Rim of the World,2019,0,no,5.2,25135.0,movie,98.0,Action,Adventure,Comedy,0
How to Train Your Dragon: The Hidden World,2019,2,no,7.4,147865.0,movie,104.0,Action,Adventure,Animation,0
We Are Little Zombies,2019,2,no,6.8,939.0,movie,120.0,Drama,Music,,0
"Kid Who Would Be King, The",2019,1,no,6.1,18480.0,movie,120.0,Action,Adventure,Family,0
Polar,2019,2,no,6.3,98096.0,movie,118.0,Action,Thriller,,0
Close,2019,3,no,5.7,26910.0,movie,94.0,Action,Drama,Thriller,1
Serenity,2019,1,no,5.4,44782.0,movie,106.0,Drama,Mystery,Thriller,0
Soni,2019,3,no,7.1,2992.0,movie,97.0,Crime,Drama,,1
Us,2019,3,no,6.8,336424.0,movie,116.0,Horror,Mystery,Thriller,1
Cold Pursuit,2019,1,no,6.2,77307.0,movie,119.0,Action,Comedy,Crime,0
"Wandering Earth (Liu Lang Di Qiu), The",2019,3,yes,5.9,35782.0,movie,125.0,Action,Adventure,Sci-Fi,1
Alita: Battle Angel,2019,3,no,7.3,290811.0,movie,122.0,Action,Adventure,Sci-Fi,1
"Lego Movie 2: The Second Part, The",2019,3,no,6.6,75692.0,movie,107.0,Action,Adventure,Animation,1
American Woman,2019,3,no,5.1,366.0,movie,85.0,Drama,,,1
Le chant du loup,2019,0,no,6.9,20617.0,movie,115.0,Action,Thriller,,0
Isn&#39;t It Romantic,2019,3,no,5.9,73342.0,movie,89.0,Comedy,Fantasy,Musical,1
Captain Marvel,2019,3,no,6.8,604501.0,movie,123.0,Action,Adventure,Sci-Fi,1
Fighting with My Family,2019,3,no,7.1,86840.0,movie,108.0,Biography,Comedy,Drama,1
Happy Death Day 2U,2019,3,no,6.2,84292.0,movie,100.0,Comedy,Horror,Mystery,1
Triple Frontier,2019,1,no,6.5,143992.0,movie,125.0,Action,Thriller,,0
Shazam!,2019,3,no,7.0,381176.0,movie,132.0,Action,Adventure,Comedy,1
Gully Boy,2019,1,yes,7.9,43459.0,movie,154.0,Drama,Music,Romance,0
My Little Pony: Equestria Girls: Spring Breakdown,2019,3,no,6.6,401.0,tvMovie,44.0,Adventure,Animation,Comedy,1
Someone Great,2019,3,no,6.2,24940.0,movie,92.0,Comedy,Romance,,1
Zoombies 2,2019,3,no,3.5,625.0,movie,84.0,Action,Adventure,Comedy,1
Avengers: Endgame,2019,3,no,8.4,1247587.0,movie,181.0,Action,Adventure,Drama,1
"Curse of La Llorona, The",2019,3,no,5.3,57040.0,movie,93.0,Horror,Mystery,Thriller,1
Guava Island,2019,2,no,6.6,11660.0,movie,55.0,Comedy,Drama,Music,0
"Silence, The",2019,3,no,5.3,50247.0,movie,90.0,Drama,Horror,Sci-Fi,1
Miss Bala,2019,3,no,5.8,12558.0,movie,104.0,Action,Crime,Drama,1
Pokemon Detective Pikachu,2019,3,no,6.5,180890.0,movie,104.0,Action,Adventure,Comedy,1
"Hustle, The",2019,3,yes,5.4,64836.0,movie,93.0,Comedy,Crime,,1
Unplanned,2019,3,no,5.5,14636.0,movie,109.0,Biography,Drama,,1
Wine Country,2019,3,no,5.5,22793.0,movie,103.0,Adventure,Comedy,Drama,1
Booksmart,2019,3,no,7.1,129723.0,movie,102.0,Comedy,,,1
Aladdin,2019,3,no,6.9,287329.0,movie,128.0,Adventure,Comedy,Family,1
Nancy Drew and the Hidden Staircase,2019,3,no,5.7,5374.0,movie,89.0,Comedy,Crime,Drama,1
John Wick: Chapter 3 - Parabellum,2019,1,no,7.4,420020.0,movie,130.0,Action,Crime,Thriller,0
Ma,2019,3,no,5.6,59205.0,movie,99.0,Horror,Mystery,Thriller,1
Always Be My Maybe,2019,3,no,6.8,62113.0,movie,101.0,Comedy,Romance,,1
Dark Phoenix,2019,3,no,5.7,202403.0,movie,113.0,Action,Adventure,Sci-Fi,1
"Perfect Date, The",2019,2,no,5.8,42665.0,movie,89.0,Comedy,Romance,,0
Late Night,2019,3,no,6.5,40495.0,movie,102.0,Comedy,Drama,,1
Brightburn,2019,2,no,6.1,106638.0,movie,90.0,Drama,Horror,Mystery,0
Godzilla: King of the Monsters,2019,3,no,6.0,201684.0,movie,132.0,Action,Adventure,Fantasy,1
I Am Mother,2019,3,no,6.7,98377.0,movie,113.0,Drama,Mystery,Sci-Fi,1
Gisaengchung,2019,3,yes,8.5,934651.0,movie,132.0,Drama,Thriller,,1
Toy Story 4,2019,3,no,7.7,276553.0,movie,100.0,Adventure,Animation,Comedy,1
Annabelle Comes Home,2019,3,no,5.9,85991.0,movie,106.0,Horror,Mystery,Thriller,1
Effigy &#150;&nbsp;Poison and the City,2019,3,no,6.9,1449.0,movie,85.0,Crime,History,,1
Article 15,2019,1,no,8.1,36446.0,movie,130.0,Crime,Drama,Mystery,0
Pause,2019,2,no,6.6,756.0,movie,96.0,Drama,,,0
Spider-Man: Far from Home,2019,1,no,7.4,547764.0,movie,129.0,Action,Adventure,Comedy,0
Midsommar,2019,3,no,7.1,391948.0,movie,148.0,Drama,Horror,Mystery,1
Anna,2019,3,no,6.6,92106.0,movie,118.0,Action,Thriller,,1
"Lion King, The",2019,3,no,6.8,264776.0,movie,118.0,Adventure,Animation,Drama,1
Crawl,2019,3,yes,6.1,93032.0,movie,87.0,Action,Adventure,Horror,1
Once Upon a Time ... In Hollywood,2019,3,no,7.6,830887.0,movie,161.0,Comedy,Drama,,1
Sword of Trust,2019,3,no,6.3,4056.0,movie,88.0,Comedy,Drama,,1
"Farewell, The",2019,3,no,7.5,70219.0,movie,100.0,Comedy,Drama,,1
Fast &amp; Furious Presents: Hobbs &amp; Shaw,2019,2,yes,6.5,233373.0,movie,137.0,Action,Adventure,Thriller,0
Animals,2019,3,no,6.1,2267.0,movie,109.0,Comedy,Drama,,1
Five Feet Apart,2019,3,no,7.2,80987.0,movie,116.0,Drama,Romance,,1
Kim Possible,2019,3,no,3.7,3593.0,tvMovie,86.0,Action,Adventure,Comedy,1
"Art of Racing in the Rain, The",2019,2,no,7.6,37452.0,movie,109.0,Comedy,Drama,Romance,0
Descendants 3,2019,3,no,6.4,10385.0,tvMovie,106.0,Adventure,Family,Musical,1
Pet Sematary,2019,3,yes,5.7,97825.0,movie,100.0,Horror,Mystery,Thriller,1
Tolkien,2019,2,no,6.8,45988.0,movie,112.0,Biography,Drama,Romance,0
See You Yesterday,2019,3,no,5.3,11553.0,movie,84.0,Action,Adventure,Crime,1
Turma da Monica: Lacos,2019,2,no,7.1,2383.0,movie,97.0,Adventure,Family,,0
"Where&#39;d You Go, Bernadette",2019,3,no,6.5,24473.0,movie,109.0,Comedy,Crime,Drama,1
Terminator: Dark Fate,2019,3,no,6.2,191486.0,movie,128.0,Action,Adventure,Sci-Fi,1
Brittany Runs A Marathon,2019,3,no,6.8,22006.0,movie,104.0,Comedy,Drama,,1
Dora and the Lost City of Gold,2019,3,no,6.1,34179.0,movie,102.0,Action,Adventure,Comedy,1
Jawline,2019,0,no,6.1,569.0,movie,99.0,Documentary,,,0
Steven Universe: The Movie,2019,3,no,7.7,8935.0,movie,82.0,Action,Adventure,Animation,1
Pentagram,2019,1,no,2.6,641.0,movie,80.0,Horror,,,0
Tall Girl,2019,3,no,5.2,26507.0,movie,101.0,Comedy,Drama,Family,1
Ad Astra,2019,1,no,6.5,258069.0,movie,123.0,Adventure,Drama,Mystery,0
Bacurau,2019,1,yes,7.3,30353.0,movie,131.0,Action,Adventure,Drama,0
Ready or Not,2019,3,no,6.9,178804.0,movie,95.0,Action,Comedy,Horror,1
Lucy in the Sky,2019,3,no,4.9,8622.0,movie,124.0,Drama,Romance,Thriller,1
Joker,2019,3,yes,8.4,1456275.0,movie,122.0,Crime,Drama,Thriller,1
Canceled,2019,3,no,,,short,6.0,Comedy,Short,,1
Downton Abbey,2019,3,no,7.4,62559.0,movie,122.0,Drama,Romance,,1
Scary Stories to Tell in the Dark,2019,3,no,6.2,84476.0,movie,108.0,Adventure,Horror,Mystery,1
Gemini Man,2019,1,no,5.7,121020.0,movie,117.0,Action,Sci-Fi,Thriller,0
Ford v Ferrari,2019,0,no,8.1,456309.0,movie,152.0,Action,Biography,Drama,0
Hustlers,2019,3,no,6.3,106757.0,movie,110.0,Comedy,Crime,Drama,1
Maleficent: Mistress of Evil,2019,3,no,6.6,117402.0,movie,119.0,Adventure,Family,Fantasy,1
"Laundromat, The",2019,3,no,6.3,54542.0,movie,96.0,Comedy,Crime,Drama,1
"King, The",2019,1,no,7.3,149257.0,movie,140.0,Biography,Drama,History,0
Portrait of a Lady on Fire,2019,3,no,8.1,107244.0,movie,122.0,Drama,Romance,,1
"Gentlemen, The",2019,3,no,7.8,384350.0,movie,113.0,Action,Crime,,1
What Men Want,2019,1,no,5.4,31210.0,movie,117.0,Comedy,Fantasy,Romance,0
After,2019,3,no,5.3,64527.0,movie,105.0,Drama,Romance,,1
Abominable,2019,3,no,7.0,42069.0,movie,97.0,Adventure,Animation,Comedy,1
Harriet,2019,3,no,6.7,30302.0,movie,125.0,Action,Biography,Drama,1
Marriage Story,2019,2,no,7.9,341921.0,movie,137.0,Drama,Romance,,0
"Lighthouse, The",2019,0,no,7.4,250219.0,movie,109.0,Drama,Fantasy,Horror,0
It Chapter 2,2019,3,no,6.5,297624.0,movie,169.0,Drama,Fantasy,Horror,1
Last Christmas,2019,3,no,6.5,89911.0,movie,103.0,Comedy,Drama,Fantasy,1
Luce,2019,3,no,6.6,14994.0,movie,109.0,Drama,Mystery,Thriller,1
Klaus,2019,1,no,8.2,186534.0,movie,96.0,Adventure,Animation,Comedy,0
"Knight Before Christmas, The",2019,3,no,5.6,20256.0,movie,92.0,Adventure,Comedy,Drama,1
Jojo Rabbit,2019,3,no,7.9,434671.0,movie,108.0,Comedy,Drama,War,1
Midway,2019,1,no,6.7,93484.0,movie,138.0,Action,Drama,History,0
Charlie&#39;s Angels,2019,3,no,5.0,78902.0,movie,118.0,Action,Adventure,Comedy,1
Knives Out,2019,3,no,7.9,763260.0,movie,130.0,Comedy,Crime,Drama,1
Motherless Brooklyn,2019,3,no,6.8,62375.0,movie,144.0,Crime,Drama,Mystery,1
A Beautiful Day in the Neighborhood,2019,2,no,7.2,87592.0,movie,109.0,Biography,Drama,,0
Clementine,2019,3,no,5.1,900.0,movie,90.0,Drama,,,1
Queen &amp; Slim,2019,2,yes,7.1,34386.0,movie,132.0,Crime,Drama,Romance,0
Doctor Sleep,2019,3,no,7.3,215811.0,movie,152.0,Drama,Fantasy,Horror,1
"Irishman, The",2019,1,no,7.8,426052.0,movie,209.0,Biography,Crime,Drama,0
Frozen 2,2019,3,no,6.8,191910.0,movie,103.0,Adventure,Animation,Comedy,1
Unbelievable,2019,3,no,8.3,117743.0,tvMiniSeries,385.0,Crime,Drama,,1
Les Miserables,2019,0,no,7.6,27944.0,movie,104.0,Crime,Drama,Thriller,0
Zombieland: Double Tap,2019,3,no,6.7,199384.0,movie,99.0,Action,Comedy,Horror,1
Tekst,2019,1,yes,6.6,3446.0,movie,132.0,Drama,Thriller,,0
Satanic Panic,2019,3,no,5.6,6775.0,movie,85.0,Comedy,Horror,,1
Star Wars: Episode IX - The Rise of Skywalker,2019,3,no,6.4,487696.0,movie,141.0,Action,Adventure,Fantasy,1
Yesterday,2019,1,no,6.8,164893.0,movie,116.0,Comedy,Fantasy,Music,0
Her Smell,2019,3,no,6.0,8102.0,movie,136.0,Drama,Music,,1
Cats,2019,3,no,2.8,55469.0,movie,110.0,Comedy,Drama,Family,1
Rambo: Last Blood,2019,2,yes,6.1,108354.0,movie,89.0,Action,Crime,Thriller,0
Good Boys,2019,3,no,,,,,,,,1
A Dog&#39;s Journey,2019,3,no,7.4,28185.0,movie,109.0,Adventure,Comedy,Drama,1
Monos,2019,3,no,6.8,18746.0,movie,102.0,Adventure,Drama,Thriller,1
Little Women,2019,3,no,7.8,239830.0,movie,135.0,Drama,Romance,,1
"Aeronauts, The",2019,3,no,6.6,37001.0,movie,100.0,Action,Adventure,Drama,1
Uncut Gems,2019,2,yes,7.4,313701.0,movie,135.0,Crime,Drama,Thriller,0
Sorry We Missed You,2019,3,no,7.6,25463.0,movie,101.0,Drama,,,1
"Goldfinch, The",2019,1,no,6.4,26608.0,movie,149.0,Crime,Drama,Mystery,0
"Two Popes, The",2019,1,no,7.6,131921.0,movie,125.0,Biography,Comedy,Drama,0
1917,2019,0,no,8.2,663604.0,movie,119.0,Action,Drama,War,0
Just Mercy,2019,2,no,7.6,74830.0,movie,137.0,Biography,Crime,Drama,0
Little Joe,2019,3,no,5.8,9126.0,movie,105.0,Drama,Horror,Mystery,1
Anya,2019,3,no,4.1,165.0,movie,80.0,Drama,Sci-Fi,,1
For Sama,2019,3,no,8.5,12714.0,movie,100.0,Biography,Documentary,War,1
Troop Zero,2019,3,no,6.9,12033.0,movie,94.0,Comedy,Drama,Family,1
Cosmos,2019,0,no,6.0,6628.0,movie,128.0,Adventure,Mystery,Sci-Fi,0
Jeanne,2019,3,no,5.8,773.0,movie,137.0,Drama,History,War,1
"Shiny Shrimps, The",2019,0,no,6.5,2957.0,movie,103.0,Comedy,Drama,Sport,0
Une fille facile,2019,3,no,5.6,6137.0,movie,92.0,Comedy,Drama,,1
In the Tall Grass,2019,1,no,5.5,63816.0,movie,101.0,Horror,Mystery,Sci-Fi,0
El Camino: A Breaking Bad Movie,2019,1,no,7.3,286911.0,movie,122.0,Action,Crime,Drama,0
Weathering with You,2019,3,no,7.5,53988.0,movie,112.0,Animation,Drama,Fantasy,1
Jumanji: The Next Level,2019,1,no,6.7,278593.0,movie,123.0,Action,Adventure,Comedy,0
O Filme do Bruno Aleixo,2019,0,no,6.7,1255.0,movie,91.0,Comedy,,,0
Paddleton,2019,0,no,7.2,15246.0,movie,89.0,Comedy,Drama,,0
Seberg,2019,3,no,6.0,10211.0,movie,102.0,Biography,Drama,Thriller,1
Straight Up,2019,3,no,6.9,3288.0,movie,95.0,Comedy,Romance,,1
Can You Keep A Secret?,2019,3,no,5.4,20559.0,movie,94.0,Comedy,Romance,,1
i lost my body,2019,0,no,7.5,36227.0,movie,81.0,Animation,Drama,Fantasy,0
"Platform, The",2019,1,no,7.0,266363.0,movie,94.0,Horror,Sci-Fi,Thriller,0
Iron Sky: The Coming Race,2019,3,no,5.0,11632.0,movie,93.0,Action,Adventure,Comedy,1
"Specials, The",2019,1,no,7.4,10964.0,movie,114.0,Comedy,Drama,,0
Color Out of Space,2019,2,no,6.2,55384.0,movie,111.0,Horror,Mystery,Sci-Fi,0
Otherhood,2019,3,no,6.1,12335.0,movie,100.0,Comedy,,,1
7500,2019,1,no,6.3,32463.0,movie,93.0,Action,Drama,Thriller,0
Secret Obsession,2019,1,no,4.5,23794.0,movie,97.0,Crime,Drama,Mystery,0
HELEN,2019,1,no,8.2,34.0,movie,99.0,Adventure,Drama,,0
Spies in Disguise,2019,3,no,6.8,55835.0,movie,102.0,Action,Adventure,Animation,1
Saand Ki Aankh,2019,3,no,7.6,5998.0,movie,146.0,Biography,Drama,,1
Missing Link,2019,1,no,6.7,28513.0,movie,93.0,Adventure,Animation,Comedy,0
Murder Mystery,2019,1,yes,6.0,165903.0,movie,97.0,Action,Comedy,Crime,0
Bit,2019,3,no,4.9,1373.0,movie,90.0,Comedy,Horror,,1
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2019,3,no,6.6,259.0,movie,100.0,Animation,Comedy,Music,1
Bombshells and Dollies,2019,3,no,7.7,73.0,movie,90.0,Biography,Documentary,History,1
"Dead Don&#39;t Die, The",2019,3,no,5.5,84703.0,movie,104.0,Comedy,Fantasy,Horror,1
"Report, The",2019,0,no,7.2,49929.0,movie,119.0,Biography,Crime,Drama,0
Furie,2019,3,no,6.3,5599.0,movie,98.0,Action,Drama,Thriller,1
Rocketman,2019,3,yes,7.3,192418.0,movie,121.0,Biography,Drama,Music,1
Under The Silver Lake,2019,0,no,6.5,50169.0,movie,139.0,Crime,Drama,Mystery,0
"Vast of Night, The",2019,3,no,6.7,44313.0,movie,91.0,Drama,Mystery,Sci-Fi,1
Long Shot,2019,3,no,6.8,120639.0,movie,125.0,Comedy,Romance,,1
Guns Akimbo,2019,1,no,6.3,68906.0,movie,98.0,Action,Comedy,Crime,0
"Last Full Measure, The",2019,1,no,6.8,13892.0,movie,116.0,Drama,War,,0
Bad Education,2019,3,no,7.1,43166.0,movie,108.0,Biography,Comedy,Crime,1
Vivarium,2019,3,no,5.9,72387.0,movie,97.0,Horror,Mystery,Sci-Fi,1
Before You Know It,2019,3,no,5.3,807.0,movie,98.0,Comedy,Drama,,1
"Ground Beneath My Feet, The",2019,3,no,6.5,1385.0,movie,108.0,Drama,,,1
"Beach Bum, The",2019,1,no,5.5,24588.0,movie,95.0,Comedy,,,0
Une Paire de Jumelles,2019,3,no,,,short,15.0,Action,Adventure,Drama,1
"Body Remembers When The World Broke Open, The",2019,3,no,6.9,859.0,movie,105.0,Drama,,,1
Saint Frances,2019,3,no,7.1,5257.0,movie,101.0,Comedy,Drama,,1
Frankie,2019,3,no,5.4,1966.0,movie,100.0,Drama,Romance,,1
La Peor de Mis Bodas 2,2019,3,no,4.6,22.0,movie,105.0,Comedy,,,1
Top End Wedding,2019,3,no,6.3,2319.0,movie,113.0,Comedy,Romance,,1
"hockey girls, The",2019,3,no,7.0,543.0,tvSeries,50.0,Drama,Sport,,1
Ip Man 4: The Finale,2019,3,no,7.0,36247.0,movie,107.0,Action,Biography,Drama,1
Babyteeth,2019,3,no,7.2,18744.0,movie,118.0,Comedy,Drama,Music,1
Mercy Black,2019,3,no,4.9,4030.0,movie,88.0,Horror,Mystery,Thriller,1
"Addams Family, The",2019,3,no,5.8,44494.0,movie,86.0,Animation,Comedy,Family,1
"A Dark, Dark Man",2019,1,no,6.8,455.0,movie,130.0,Crime,Drama,,0
K-12,2019,3,no,6.5,3680.0,movie,96.0,Fantasy,Horror,Musical,1
Come to Daddy,2019,1,no,6.0,20194.0,movie,96.0,Comedy,Horror,Mystery,0
"Legend of Hei (Luo Xiao Hei zhan ji), The",2019,0,no,7.3,2230.0,movie,101.0,Action,Adventure,Animation,0
"Yes, God, Yes",2019,3,no,6.1,17525.0,movie,78.0,Comedy,Drama,,1
"Kitchen, The",2019,3,no,5.6,22785.0,movie,102.0,Action,Crime,Drama,1
Wonder Park,2019,3,no,5.8,12650.0,movie,85.0,Adventure,Animation,Comedy,1
A.M.I.,2019,3,no,3.9,1967.0,movie,77.0,Horror,Thriller,,1
A New Christmas,2019,1,no,5.4,361.0,movie,79.0,Drama,,,0
Richard Jewell,2019,3,no,7.5,96538.0,movie,131.0,Biography,Crime,Drama,1
My Hero Academia: Heroes Rising,2019,3,no,7.8,9590.0,movie,104.0,Action,Adventure,Animation,1
Maria,2019,3,no,5.1,2436.0,movie,90.0,Action,Crime,Drama,1
47 Meters Down: Uncaged,2019,3,no,5.0,30442.0,movie,90.0,Adventure,Drama,Horror,1
Sound of Metal,2019,1,no,7.7,147875.0,movie,120.0,Drama,Music,,0
"Assistant, The",2019,3,no,6.4,25753.0,movie,87.0,Drama,,,1
"Peanut Butter Falcon, The",2019,1,no,7.6,100968.0,movie,97.0,Adventure,Comedy,Drama,0
"Personal History of David Copperfield, The",2019,3,no,6.4,22156.0,movie,119.0,Comedy,Drama,,1
Good Kisser,2019,3,no,4.4,434.0,movie,80.0,Comedy,Drama,Romance,1
Fahim,2019,1,no,6.8,1771.0,movie,107.0,Biography,Comedy,Drama,0
